Pokemon_Name,Pokedex_Number,HP_Base_Stat,Attack_Base_Stat,Defense_Base_Stat,Speed_Base_Stat,Special_Attack_Base_Stat,Special_Defense_Base_Stat,Type1,Type2,Catch_Rate,Base_Exp,4_Percent_Item,1_Percent_Item,Gender_Ratio,Step_Cycles_To_Hatch_Egg,Growth_Rate,Egg_Group1,Egg_Group2,TM_HM_Moves
DROWZEE ,096,60,48,45,42,43,90,PSYCHIC, PSYCHIC ,190,102,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_HUMANSHAPE,EGG_HUMANSHAPE,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, RAIN_DANCE, RETURN, PSYCHIC_M, SHADOW_BALL, ICE_PUNCH, SWAGGER, THUNDERPUNCH, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, NIGHTMARE, FLASH, FOCUS_BLAST"
DUGTRIO ,051,40,92,50,120,50,70,GROUND, GROUND ,50,153,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"CURSE, ROCK_SLIDE, DOUBLE_EDGE, SUBSTITUTE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, THIEF, CUT, EARTH_POWER"
DUNSPARCE ,206,100,75,72,47,70,67,NORMAL, DARK ,190,75,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, DOUBLE_EDGE, SUBSTITUTE, CURSE, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, RAIN_DANCE, SOLARBEAM, IRON_TAIL, THUNDER, RETURN, DIG, MUD_SLAP, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, STRENGTH, FLAMETHROWER, THUNDERBOLT"
EEVEE ,133,55,55,50,55,45,65,NORMAL, NORMAL ,45,92,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,35 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, RAIN_DANCE, IRON_TAIL, RETURN, SHADOW_BALL, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT"
EKANS ,023,35,60,44,55,40,54,POISON, POISON ,255,62,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, EARTHQUAKE, RETURN, DIG, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, THIEF, STRENGTH"
ELECTABUZZ ,125,67,88,59,105,95,85,ELECTRIC, ELECTRIC ,45,156,NO_ITEM, NO_ITEM ,GENDER_F25 ,25 ,GROWTH_MEDIUM_FAST,EGG_HUMANSHAPE,EGG_HUMANSHAPE,"DYNAMICPUNCH, FLAMETHROWER, TRI_ATTACK, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, THUNDER_WAVE, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, ROCK_SMASH, HIDDEN_POWER, HYPER_BEAM, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, PSYCHIC_M, MUD_SLAP, ICE_PUNCH, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, STRENGTH, FLASH, THUNDERBOLT, FOCUS_BLAST, BRICK_BREAK"
ELECTRODE ,101,60,50,70,140,80,85,ELECTRIC, ELECTRIC ,60,150,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,20 ,GROWTH_MEDIUM_FAST,EGG_MINERAL,EGG_MINERAL,"HEADBUTT, TRI_ATTACK, DOUBLE_EDGE, SUBSTITUTE, EXPLOSION, CURSE, TOXIC, ZAP_CANNON, HIDDEN_POWER, HYPER_BEAM, PROTECT, RAIN_DANCE, THUNDER, RETURN, SWAGGER, REST, SLEEP_TALK, FLASH, THUNDERBOLT"
ELEKID ,239,45,63,37,95,65,55,ELECTRIC, ELECTRIC ,45,106,NO_ITEM, NO_ITEM ,GENDER_F25 ,25 ,GROWTH_MEDIUM_FAST,EGG_NONE,EGG_NONE,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, HIDDEN_POWER, PROTECT, RAIN_DANCE, THUNDER, RETURN, PSYCHIC_M, MUD_SLAP, ICE_PUNCH, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, FLASH, THUNDERBOLT"
ENTEI ,244,115,115,85,100,90,75,FIRE, FIRE ,3,217,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,80 ,GROWTH_SLOW,EGG_NONE,EGG_NONE,"HEADBUTT, SANDSTORM, DOUBLE_EDGE, BODY_SLAM, CURSE, ROAR, TOXIC, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, SOLARBEAM, IRON_TAIL, RETURN, DIG, MUD_SLAP, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, CUT, STRENGTH, FLASH, FLAMETHROWER, EARTH_POWER"
ESPEON ,196,70,65,65,110,130,95,PSYCHIC, PSYCHIC ,45,197,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,35 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, TRI_ATTACK, THUNDER_WAVE, DOUBLE_EDGE, SUBSTITUTE, CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, IRON_TAIL, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, NIGHTMARE, CUT, FLASH, POWER_GEM"
EXEGGCUTE ,102,60,40,80,40,60,45,GRASS, PSYCHIC ,90,98,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_SLOW,EGG_PLANT,EGG_PLANT,"CURSE, TOXIC, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, PSYCHIC_M, SWAGGER, SLUDGE_BOMB, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, STRENGTH, FLASH"
EXEGGUTOR ,103,95,95,85,60,125,70,GRASS, PSYCHIC ,45,212,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_SLOW,EGG_PLANT,EGG_PLANT,"HEADBUTT, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, EXPLOSION, CURSE, TOXIC, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, PSYCHIC_M, SWAGGER, SLUDGE_BOMB, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, STRENGTH, FLASH"
FARFETCH_D ,083,72,72,72,60,58,75,NORMAL, FLYING ,45,94,NO_ITEM, STICK ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_FLYING,EGG_FLYING,"HEADBUTT, TRI_ATTACK, SWORDS_DANCE,  DOUBLE_EDGE, SUBSTITUTE, CURSE, TOXIC, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, IRON_TAIL, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, FURY_CUTTER, THIEF, STEEL_WING, CUT, FLY"
FEAROW ,022,70,105,65,100,61,68,NORMAL, FLYING ,90,162,NO_ITEM, SHARP_BEAK ,GENDER_F50 ,15 ,GROWTH_MEDIUM_FAST,EGG_FLYING,EGG_FLYING,"CURSE, TRI_ATTACK, DOUBLE_EDGE, SUBSTITUTE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING, FLY"
FERALIGATR ,160,85,105,100,78,81,83,WATER, WATER ,45,210,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,20 ,GROWTH_MEDIUM_SLOW,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, ROCK_SLIDE, SUBMISSION, BUBBLEBEAM, BODY_SLAM, HEADBUTT, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, EARTHQUAKE, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, REST, SLEEP_TALK, ATTRACT, FURY_CUTTER, CUT, SURF, STRENGTH, WHIRLPOOL, WATERFALL, ICE_BEAM, BRICK_BREAK"
FLAAFFY ,180,70,55,55,45,80,60,ELECTRIC, ELECTRIC ,120,117,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, DOUBLE_EDGE, THUNDER_WAVE, SUBMISSION, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, ROCK_SMASH, HIDDEN_POWER, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, STRENGTH, FLASH, THUNDERBOLT, POWER_GEM, BRICK_BREAK"
FLAREON ,136,65,130,60,70,95,110,FIRE, FIRE ,45,198,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,35 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, BODY_SLAM, DOUBLE_EDGE, SUBSTITUTE, CURSE, ROAR, TOXIC, ZAP_CANNON, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, IRON_TAIL, RETURN, SHADOW_BALL, MUD_SLAP, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, FLAMETHROWER"
FORRETRESS ,205,75,90,140,40,60,60,BUG, STEEL ,75,118,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_BUG,EGG_BUG,"HEADBUTT, DOUBLE_EDGE, SANDSTORM, EARTHQUAKE, EXPLOSION, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, STRENGTH"
FURRET ,162,85,85,68,90,55,69,NORMAL, NORMAL ,90,116,BERRY, GOLD_BERRY ,GENDER_F50 ,15 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, IRON_TAIL, RETURN, DIG, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, FURY_CUTTER, THIEF, FIRE_PUNCH, FURY_CUTTER, CUT, SURF, STRENGTH, FOCUS_BLAST, BRICK_BREAK"
GASTLY ,092,30,35,30,80,100,35,GHOST, POISON ,190,95,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_INDETERMINATE,EGG_INDETERMINATE,"CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, RAIN_DANCE, GIGA_DRAIN, THUNDER, RETURN, PSYCHIC_M, SHADOW_BALL, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, THUNDERBOLT"
GENGAR ,094,65,65,60,110,130,75,GHOST, POISON ,45,190,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_INDETERMINATE,EGG_INDETERMINATE,"DYNAMICPUNCH, SUBMISSION, SUBSTITUTE, EXPLOSION, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, GIGA_DRAIN, THUNDER, RETURN, PSYCHIC_M, SHADOW_BALL, ICE_PUNCH, SWAGGER, THUNDERPUNCH, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, NIGHTMARE, STRENGTH, THUNDERBOLT, FOCUS_BLAST, BRICK_BREAK"
GEODUDE ,074,40,80,100,20,30,30,ROCK, GROUND ,255,86,NO_ITEM, EVERSTONE ,GENDER_F50 ,15 ,GROWTH_MEDIUM_SLOW,EGG_MINERAL,EGG_MINERAL,"DYNAMICPUNCH, HEADBUTT, SANDSTORM, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, STRENGTH, FLAMETHROWER"
GIRAFARIG ,203,78,80,70,85,90,70,NORMAL, PSYCHIC ,60,149,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, TRI_ATTACK, DOUBLE_EDGE, BODY_SLAM, THUNDER_WAVE, SUBSTITUTE, CURSE, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, IRON_TAIL, THUNDER, EARTHQUAKE, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, STRENGTH, THUNDERBOLT"
GLIGAR ,207,70,77,105,85,35,65,GROUND, FLYING ,60,108,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_BUG,EGG_BUG,"HEADBUTT, ROCK_SLIDE, SANDSTORM, SWORDS_DANCE, DOUBLE_EDGE, SUBSTITUTE, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, IRON_TAIL, RETURN, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, THIEF, FURY_CUTTER, CUT, STRENGTH"
GLOOM ,044,60,65,70,40,85,75,GRASS, POISON ,120,132,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_PLANT,EGG_PLANT,"CURSE, DOUBLE_EDGE, SUBSTITUTE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, CUT, FLASH"
GOLBAT ,042,75,80,70,90,65,75,POISON, FLYING ,90,171,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_MEDIUM_FAST,EGG_FLYING,EGG_FLYING,"CURSE, DOUBLE_EDGE, SUBSTITUTE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING"
GOLDEEN ,118,45,67,60,63,35,50,WATER, WATER ,225,111,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_2,EGG_WATER_2,"CURSE, TOXIC, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, WATERFALL, ICE_BEAM"
GOLDUCK ,055,85,82,78,85,95,80,WATER, WATER ,75,174,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"DYNAMICPUNCH, SUBMISSION, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, REST, SLEEP_TALK, ATTRACT, FURY_CUTTER, SURF, STRENGTH, FLASH, WHIRLPOOL, WATERFALL, ICE_BEAM, EARTH_POWER, FOCUS_BLAST, BRICK_BREAK"
GOLEM ,076,80,110,130,45,60,67,ROCK, GROUND ,45,177,NO_ITEM, EVERSTONE ,GENDER_F50 ,15 ,GROWTH_MEDIUM_SLOW,EGG_MINERAL,EGG_MINERAL,"DYNAMICPUNCH, ROCK_SLIDE, SANDSTORM, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, FURY_CUTTER, STRENGTH, FLAMETHROWER, EARTH_POWER, BRICK_BREAK"
GRANBULL ,210,90,120,75,45,65,75,NORMAL, NORMAL ,75,178,NO_ITEM, NO_ITEM ,GENDER_F75 ,20 ,GROWTH_FAST,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, HEADBUTT, CURSE, ROAR, TOXIC, ZAP_CANNON, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, THUNDER, RETURN, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, SLUDGE_BOMB, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, STRENGTH, THUNDERBOLT, FOCUS_BLAST, BRICK_BREAK"
GRAVELER ,075,55,95,115,35,45,45,ROCK, GROUND ,120,134,NO_ITEM, EVERSTONE ,GENDER_F50 ,15 ,GROWTH_MEDIUM_SLOW,EGG_MINERAL,EGG_MINERAL,"DYNAMICPUNCH, ROCK_SLIDE, SANDSTORM, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, STRENGTH, FLAMETHROWER, BRICK_BREAK, EARTH_POWER"
GRIMER ,088,80,80,50,25,40,50,POISON, POISON ,190,90,NO_ITEM, NUGGET ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_INDETERMINATE,EGG_INDETERMINATE,"DYNAMICPUNCH, CURSE, TOXIC, ZAP_CANNON, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, THUNDER, RETURN, MUD_SLAP, ICE_PUNCH, SWAGGER, SLUDGE_BOMB, FIRE_BLAST, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, FLAMETHROWER, THUNDERBOLT"
GROWLITHE ,058,55,70,45,60,70,50,FIRE, FIRE ,190,91,BURNT_BERRY, BURNT_BERRY ,GENDER_F25 ,20 ,GROWTH_SLOW,EGG_GROUND,EGG_GROUND,"HEADBUTT, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, IRON_TAIL, DRAGONBREATH, RETURN, DIG, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, FLAMETHROWER"
GYARADOS ,130,95,125,79,81,60,100,WATER, FLYING ,45,214,NO_ITEM, NO_ITEM ,GENDER_F50 ,5 ,GROWTH_SLOW,EGG_WATER_2,EGG_WATER_2,"HEADBUTT, EARTHQUAKE, SANDSTORM, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, DRAGON_RAGE, CURSE, ROAR, TOXIC, ZAP_CANNON, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, DRAGONBREATH, THUNDER, RETURN, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, SURF, STRENGTH, WHIRLPOOL, WATERFALL, FLAMETHROWER, THUNDERBOLT, ICE_BEAM"
HAUNTER ,093,45,50,45,95,115,55,GHOST, POISON ,90,126,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_INDETERMINATE,EGG_INDETERMINATE,"CURSE, SUBMISSION, SUBSTITUTE, EXPLOSION, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, RAIN_DANCE, GIGA_DRAIN, THUNDER, RETURN, PSYCHIC_M, SHADOW_BALL, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, THUNDERBOLT, FOCUS_BLAST"
HERACROSS ,214,82,125,75,85,40,95,BUG, FIGHTING ,45,200,NO_ITEM, NO_ITEM ,GENDER_F50 ,25 ,GROWTH_SLOW,EGG_BUG,EGG_BUG,"HEADBUTT, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, ROCK_SLIDE, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, EARTHQUAKE, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, FURY_CUTTER, CUT, STRENGTH, BRICK_BREAK"
HITMONCHAN ,107,60,100,99,76,35,110,FIGHTING, FIGHTING ,45,140,NO_ITEM, NO_ITEM ,GENDER_F0 ,25 ,GROWTH_MEDIUM_FAST,EGG_HUMANSHAPE,EGG_HUMANSHAPE,"DYNAMICPUNCH, DOUBLE_EDGE, SUBMISSION, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, RETURN, MUD_SLAP, ICE_PUNCH, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, STRENGTH, FOCUS_BLAST, BRICK_BREAK"
HITMONLEE ,106,60,125,63,87,35,110,FIGHTING, FIGHTING ,45,139,NO_ITEM, NO_ITEM ,GENDER_F0 ,25 ,GROWTH_MEDIUM_FAST,EGG_HUMANSHAPE,EGG_HUMANSHAPE,"DYNAMICPUNCH, DOUBLE_EDGE, BODY_SLAM, SUBMISSION, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STRENGTH, FOCUS_BLAST, BRICK_BREAK"
HITMONTOP ,237,70,95,95,70,35,110,FIGHTING, FIGHTING ,45,138,NO_ITEM, NO_ITEM ,GENDER_F0 ,25 ,GROWTH_MEDIUM_FAST,EGG_HUMANSHAPE,EGG_HUMANSHAPE,"HEADBUTT, BODY_SLAM, DOUBLE_EDGE, SUBSTITUTE, SUBMISSION, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, RETURN, DIG, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STRENGTH, FOCUS_BLAST, BRICK_BREAK"
HOOTHOOT ,163,60,30,30,50,36,56,NORMAL, FLYING ,255,58,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_MEDIUM_FAST,EGG_FLYING,EGG_FLYING,"CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, RETURN, MUD_SLAP, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING, NIGHTMARE, FLY, FLASH"
HOPPIP ,187,35,35,40,50,35,55,GRASS, FLYING ,255,74,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_FAIRY,EGG_FAIRY,"HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, FLASH"
HORSEA ,116,30,40,70,60,70,25,WATER, WATER ,225,83,NO_ITEM, DRAGON_SCALE ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, DRAGONBREATH, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, WHIRLPOOL, WATERFALL, ICE_BEAM"
HOUNDOOM ,229,80,90,60,100,110,80,DARK, FIRE ,45,204,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_SLOW,EGG_GROUND,EGG_GROUND,"HEADBUTT, DOUBLE_EDGE, SUBSTITUTE, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, SOLARBEAM, IRON_TAIL, RETURN, SHADOW_BALL, MUD_SLAP, SWAGGER, SLUDGE_BOMB, FIRE_BLAST, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, STRENGTH, FLAMETHROWER"
HOUNDOUR ,228,45,60,30,65,80,50,DARK, FIRE ,120,114,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_SLOW,EGG_GROUND,EGG_GROUND,"HEADBUTT, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, SOLARBEAM, IRON_TAIL, RETURN, SHADOW_BALL, MUD_SLAP, SWAGGER, SLUDGE_BOMB, FIRE_BLAST, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, FLAMETHROWER"
HO_OH ,250,106,130,90,90,110,154,FIRE, FLYING ,3,220,SACRED_ASH, SACRED_ASH ,GENDER_UNKNOWN ,120 ,GROWTH_SLOW,EGG_NONE,EGG_NONE,"CURSE, ROCK_SLIDE, SANDSTORM, TRI_ATTACK, DOUBLE_EDGE, THUNDER_WAVE, DRAGON_RAGE, ROAR, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, GIGA_DRAIN, SOLARBEAM, DRAGONBREATH, THUNDER, EARTHQUAKE, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, SWAGGER, FIRE_BLAST, DREAM_EATER, REST, SLEEP_TALK, STEEL_WING, NIGHTMARE, FLY, STRENGTH, FLASH, FLAMETHROWER, THUNDERBOLT, EARTH_POWER"
