Pokemon_Name,Levelup_Learnset
Rhyhorn,"['1, HORN_ATTACK', '1, TAIL_WHIP', '13, STOMP', '19, FURY_ATTACK', '31, SCARY_FACE', '37, HORN_DRILL', '38, MAGNITUDE', '49, TAKE_DOWN', '50, EARTHQUAKE']"
Rhydon,"['1, FURY_ATTACK', '13, STOMP', '19, FURY_ATTACK', '31, SCARY_FACE', '37, HORN_DRILL', '43, SPIKES', '45, COUNTER', '46, ROCK_SLIDE', '47, REVERSAL', '49, MEGAHORN', '54, DOUBLE_EDGE', '55, EARTHQUAKE']"
Chansey,"['1, POUND', '5, GROWL', '9, TAIL_WHIP', '13, SOFTBOILED', '15, HEAL_BELL', '17, DOUBLESLAP', '19, METRONOME', '23, MINIMIZE', '29, SING', '35, EGG_BOMB', '49, LIGHT_SCREEN']"
Tangela,"['4, SLEEP_POWDER', '10, ABSORB', '13, POISONPOWDER', '15, CONFUSION', '19, VINE_WHIP', '21, AMNESIA', '23, FAINT_ATTACK', '28, FLAIL', '31, MEGA_DRAIN', '33, REFLECT', '34, STUN_SPORE', '43, SYNTHESIS', '46, GROWTH']"
Kangaskhan,"['1, COMET_PUNCH', '13, BITE', '19, TAIL_WHIP', '22, DISABLE', '25, MEGA_PUNCH', '29, STOMP', '31, RAGE', '33, SAFEGUARD', '37, ENDURE', '40, SNORE', '43, DIZZY_PUNCH', '49, REVERSAL', '51, DOUBLE_EDGE']"
Horsea,"['1, BUBBLE', '8, SMOKESCREEN', '15, LEER', '22, WATER_GUN', '29, TWISTER', '36, AGILITY', '43, HYDRO_PUMP']"
Seadra,"['1, BUBBLE', '1, SMOKESCREEN', '1, LEER', '1, WATER_GUN', '8, SMOKESCREEN', '15, LEER', '22, WATER_GUN', '29, TWISTER', '40, AGILITY', '51, HYDRO_PUMP']"
Goldeen,"['1, PECK', '1, TAIL_WHIP', '10, SUPERSONIC', '15, HORN_ATTACK', '24, FLAIL', '29, FURY_ATTACK', '38, WATERFALL', '43, HORN_DRILL', '52, AGILITY']"
Seaking,"['1, TAIL_WHIP', '10, SUPERSONIC', '15, HORN_ATTACK', '24, FLAIL', '29, FURY_ATTACK', '34, HAZE', '37, PSYBEAM', '41, WATERFALL', '46, MEGAHORN', '49, HORN_DRILL', '51, HYDRO_PUMP', '54, AGILITY']"
Staryu,"['1, TACKLE', '1, HARDEN', '7, WATER_GUN', '13, RAPID_SPIN', '19, RECOVER', '25, SWIFT', '31, BUBBLEBEAM', '37, MINIMIZE', '43, LIGHT_SCREEN', '46, POWER_GEM', '50, HYDRO_PUMP']"
Starmie,"['1, TACKLE', '1, RAPID_SPIN', '1, RECOVER', '1, BUBBLEBEAM', '7, WATER_GUN', '13, RAPID_SPIN', '19, RECOVER', '25, SWIFT', '31, BUBBLEBEAM', '37, MINIMIZE', '38, CONFUSE_RAY', '43, LIGHT_SCREEN', '46, POWER_GEM', '50, HYDRO_PUMP']"
MrMime,"['1, BARRIER', '6, CONFUSION', '11, SUBSTITUTE', '16, MEDITATE', '20, PSYWAVE', '26, LIGHT_SCREEN', '26, REFLECT', '31, ENCORE', '34, FUTURE_SIGHT', '36, PSYBEAM', '39, MIMIC', '41, BATON_PASS', '43, HYPNOSIS', '46, SAFEGUARD']"
Scyther,"['1, QUICK_ATTACK', '1, LEER', '6, FOCUS_ENERGY', '12, PURSUIT', '18, FALSE_SWIPE', '24, AGILITY', '30, WING_ATTACK', '35, TWINEEDLE', '36, SLASH', '42, SWORDS_DANCE', '48, DOUBLE_TEAM']"
Jynx,"['1, POWDER_SNOW', '13, POWDER_SNOW', '18, SWEET_KISS', '21, DOUBLESLAP', '25, ICE_PUNCH', '29, LOVELY_KISS', '33, PETAL_DANCE', '35, MEAN_LOOK', '38, METRONOME', '41, BODY_SLAM', '48, ICE_BEAM', '51, PERISH_SONG', '54, BLIZZARD']"
Electabuzz,"['1, QUICK_ATTACK', '9, THUNDERPUNCH', '17, LIGHT_SCREEN', '25, SWIFT', '31, BARRIER', '32, DIZZY_PUNCH', '36, SCREECH', '37, THUNDERBOLT', '41, MEDITATE', '43, PURSUIT', '46, CROSS_CHOP', '48, THUNDER', '55, FLAMETHROWER']"
Magmar,"['1, EMBER', '1, LEER ;', '1, SMOG', '1, FIRE_PUNCH', '7, LEER ;', '13, SMOG', '19, FIRE_PUNCH', '25, SMOKESCREEN', '31, BARRIER', '33, SUNNY_DAY', '34, DIZZY_PUNCH', '38, SCREECH', '39, CONFUSE_RAY', '41, FLAMETHROWER', '45, CROSS_CHOP', '47, FIRE_BLAST', '55, THUNDERBOLT']"
Pinsir,"['1, VICEGRIP', '7, FOCUS_ENERGY', '13, BIND', '19, SEISMIC_TOSS', '21, BRICK_BREAK', '23, FLAIL', '25, HARDEN', '31, GUILLOTINE', '35, ROCK_THROW', '37, SUBMISSION', '43, SWORDS_DANCE', '44, MEGAHORN']"
Tauros,"['1, TACKLE', '4, TAIL_WHIP', '8, RAGE', '13, HORN_ATTACK', '19, SCARY_FACE', '26, PURSUIT', '29, QUICK_ATTACK', '34, REST', '35, ZEN_HEADBUTT', '43, THRASH', '38, SNORE', '53, TAKE_DOWN']"
Magikarp,"['1, SPLASH', '15, TACKLE', '30, FLAIL']"
Gyarados,"['1, THRASH', '20, BITE', '25, DRAGON_RAGE', '30, LEER', '32, REVERSAL', '35, TWISTER', '40, HYDRO_PUMP', '45, RAIN_DANCE', '50, HYPER_BEAM']"
Lapras,"['1, WATER_GUN', '1, GROWL', '1, SING', '8, MIST', '15, BODY_SLAM', '22, CONFUSE_RAY', '29, PERISH_SONG', '33, AURORA_BEAM', '36, ICE_BEAM', '43, RAIN_DANCE', '50, SAFEGUARD', '57, HYDRO_PUMP']"
Ditto,"['1, TRANSFORM']"
Eevee,"['1, TACKLE', '16, FLAIL', '18, CHARM', '20, GROWTH', '23, QUICK_ATTACK', '24, BITE', '26, BATON_PASS', '32, TAKE_DOWN']"
Vaporeon,"['1, TACKLE', '1, TAIL_WHIP', '8, SAND_ATTACK', '16, WATER_GUN', '23, QUICK_ATTACK', '30, BITE', '36, AURORA_BEAM', '42, HAZE', '47, ACID_ARMOR', '52, HYDRO_PUMP']"
Jolteon,"['1, TACKLE', '1, TAIL_WHIP', '8, SAND_ATTACK', '23, QUICK_ATTACK', '30, DOUBLE_KICK', '32, THUNDERSHOCK', '36, PIN_MISSILE', '39, TRI_ATTACK', '42, THUNDER_WAVE', '47, AGILITY', '52, THUNDER']"
Flareon,"['1, TACKLE', '1, TAIL_WHIP', '8, SAND_ATTACK', '16, EMBER', '23, QUICK_ATTACK', '30, BITE', '36, FIRE_SPIN', '39, FLAME_WHEEL ;', '42, SMOG', '47, LEER', '52, FLAMETHROWER']"
Porygon,"['1, CONVERSION2', '1, TACKLE', '1, CONVERSION', '9, AGILITY', '12, PSYBEAM', '20, RECOVER', '24, SHARPEN', '29, SIGNAL_BEAM', '32, LOCK_ON', '36, TRI_ATTACK', '44, ZAP_CANNON']"
Omanyte,"['1, CONSTRICT', '1, WITHDRAW', '13, BITE', '19, WATER_GUN', '24, ROCK_THROW', '31, LEER', '37, PROTECT', '42, ANCIENTPOWER', '53, HYDRO_PUMP']"
Omastar,"['1, CONSTRICT', '1, WITHDRAW', '13, BITE', '19, WATER_GUN', '31, LEER', '37, PROTECT', '40, SPIKE_CANNON', '41, AURORA_BEAM', '42, SPIKES', '43, RAPID_SPIN', '44, ANCIENTPOWER', '47, HAZE', '55, HYDRO_PUMP']"
Kabuto,"['1, SCRATCH', '1, HARDEN', '10, ABSORB', '19, LEER', '24, ROCK_THROW', '28, SAND_ATTACK', '30, FLAIL', '37, ENDURE', '46, MEGA_DRAIN', '55, ANCIENTPOWER']"
Kabutops,"['1, ABSORB', '19, LEER', '28, SAND_ATTACK', '37, ENDURE', '40, SLASH', '41, GIGA_DRAIN', '42, DIG', '43, RAPID_SPIN', '44, AURORA_BEAM', '45, ROCK_SLIDE', '47, BUBBLEBEAM', '55, ANCIENTPOWER']"
Aerodactyl,"['1, WING_ATTACK', '8, AGILITY', '15, BITE', '22, SUPERSONIC', '29, ANCIENTPOWER', '36, SCARY_FACE', '39, WHIRLWIND', '43, TAKE_DOWN', '46, ROCK_SLIDE', '50, HYPER_BEAM']"
Snorlax,"['1, AMNESIA', '15, DEFENSE_CURL', '22, BELLY_DRUM', '25, LICK', '29, HEADBUTT', '36, SNORE', '36, REST', '43, BODY_SLAM', '50, ROLLOUT', '57, HYPER_BEAM']"
Articuno,"['1, GUST', '1, POWDER_SNOW', '13, GUST', '25, AGILITY', '37, MIND_READER', '49, ICE_BEAM', '54, PSYCHIC', '61, REFLECT', '65, RAZOR_WIND', '73, BLIZZARD']"
Zapdos,"['1, PECK', '1, THUNDERSHOCK', '13, THUNDER_WAVE', '25, AGILITY', '37, DETECT', '49, DRILL_PECK', '54, ICY_WIND', '61, LIGHT_SCREEN', '65, RAZOR_WIND', '73, THUNDER']"
Moltres,"['1, WING_ATTACK', '1, EMBER', '13, FIRE_SPIN', '25, AGILITY', '37, ENDURE', '49, FLAMETHROWER', '54, DRILL_PECK', '61, SAFEGUARD', '65, RAZOR_WIND', '73, SKY_ATTACK']"
Dratini,"['1, WRAP', '1, LEER', '8, THUNDER_WAVE', '15, TWISTER', '22, DRAGON_RAGE', '29, SLAM', '36, AGILITY', '43, SAFEGUARD', '50, OUTRAGE', '57, HYPER_BEAM']"
Dragonair,"['1, WRAP', '1, LEER', '1, THUNDER_WAVE', '1, TWISTER', '8, THUNDER_WAVE', '15, TWISTER', '22, DRAGON_RAGE', '29, SLAM', '38, AGILITY', '47, SAFEGUARD', '56, OUTRAGE', '65, HYPER_BEAM']"
Dragonite,"['1, THUNDER_WAVE', '8, THUNDER_WAVE', '15, TWISTER', '22, DRAGON_RAGE', '29, SLAM', '38, AGILITY', '47, SAFEGUARD', '55, WING_ATTACK', '56, LIGHT_SCREEN', '57, HAZE', '58, OUTRAGE', '59, HYDRO_PUMP', '60, RAZOR_WIND', '65, HYPER_BEAM']"
Mewtwo,"['1, CONFUSION', '1, DISABLE', '11, BARRIER', '22, SWIFT', '33, PSYCH_UP', '44, FUTURE_SIGHT', '55, MIST', '66, PSYCHIC_M', '77, AMNESIA', '88, RECOVER', '99, SAFEGUARD']"
Mew,"['1, POUND', '10, TRANSFORM', '20, MEGA_PUNCH', '30, METRONOME', '40, PSYCHIC_M', '50, ANCIENTPOWER', '60, RECOVER', '70, FUTURE_SIGHT', '80, HYPER_BEAM', '90, SAFEGUARD', '99, SKETCH']"
Chikorita,"['1, TACKLE', '1, GROWL', '6, FLAIL', '8, RAZOR_LEAF', '12, REFLECT', '14, MEGA_DRAIN', '15, POISONPOWDER', '22, SYNTHESIS', '29, BODY_SLAM', '36, LIGHT_SCREEN', '43, SAFEGUARD', '50, SOLARBEAM']"
Bayleef,"['1, REFLECT', '8, RAZOR_LEAF', '12, REFLECT', '15, POISONPOWDER', '17, VINE_WHIP', '18, LEECH_SEED', '23, SYNTHESIS', '25, COUNTER', '31, BODY_SLAM', '39, LIGHT_SCREEN', '47, SAFEGUARD', '53, SOLARBEAM']"
Meganium,"['1, REFLECT', '8, RAZOR_LEAF', '12, REFLECT', '15, POISONPOWDER', '23, SYNTHESIS', '31, BODY_SLAM', '33, GIGA_DRAIN', '41, LIGHT_SCREEN', '43, ANCIENTPOWER', '45, SWORDS_DANCE', '51, SAFEGUARD', '55, SOLARBEAM']"
Cyndaquil,"['1, TACKLE', '1, LEER', '6, SMOKESCREEN', '12, EMBER', '19, QUICK_ATTACK', '27, FLAME_WHEEL', '36, SWIFT', '46, FLAMETHROWER']"
Quilava,"['1, TACKLE', '1, LEER', '1, SMOKESCREEN', '6, SMOKESCREEN', '12, EMBER', '21, QUICK_ATTACK', '25, FLAME_WHEEL', '42, SWIFT', '44, FLAMETHROWER']"
Typhlosion,"['1, EMBER', '6, SMOKESCREEN', '12, EMBER', '21, QUICK_ATTACK', '31, FLAME_WHEEL', '37, REVERSAL', '40, SUBMISSION', '42, ROCK_SLIDE', '45, BODY_SLAM', '50, FLAMETHROWER']"
Totodile,"['1, SCRATCH', '1, LEER', '7, RAGE', '13, WATER_GUN', '20, BITE', '23, BUBBLEBEAM', '27, SCARY_FACE', '35, SLASH', '43, SCREECH', '52, HYDRO_PUMP']"
Croconaw,"['1, RAGE', '7, RAGE', '13, WATER_GUN', '21, BITE', '24, BUBBLEBEAM', '28, SCARY_FACE', '37, SLASH', '42, SCREECH', '45, HYDRO_PUMP']"
Feraligatr,"['1, RAGE', '13, WATER_GUN', '21, BITE', '28, SCARY_FACE', '31, CRUNCH', '36, ANCIENTPOWER', '38, SLASH', '41, SUBMISSION', '44, ROCK_SLIDE', '47, SCREECH', '50, OUTRAGE', '52, HYDRO_PUMP']"
Sentret,"['1, TACKLE', '5, DEFENSE_CURL', '11, QUICK_ATTACK', '17, FURY_SWIPES', '25, SLAM', '33, REST', '41, AMNESIA', '43, SNORE']"
Furret,"['1, SCRATCH', '1, DEFENSE_CURL', '1, QUICK_ATTACK', '5, DEFENSE_CURL', '11, QUICK_ATTACK', '18, DIZZY_PUNCH', '25, SLASH', '28, REVERSAL', '33, PURSUIT', '38, REST', '40, DOUBLE_EDGE', '47, AMNESIA', '48, SNORE']"
Hoothoot,"['1, TACKLE', '1, GROWL', '6, FORESIGHT', '11, PECK', '16, HYPNOSIS', '22, REFLECT', '28, TAKE_DOWN', '33, ZEN_HEADBUTT', '34, CONFUSION', '48, DREAM_EATER']"
Noctowl,"['1, PECK', '16, HYPNOSIS', '21, FAINT_ATTACK', '24, MIRROR_MOVE', '25, REFLECT', '28, WING_ATTACK', '31, WHIRLWIND', '33, TAKE_DOWN', '36, GUST', '37, ZEN_HEADBUTT', '40, DOUBLE_EDGE', '41, CONFUSION', '45, NIGHT_SHADE', '52, DREAM_EATER']"
Ledyba,"['1, TACKLE', '8, SUPERSONIC', '15, COMET_PUNCH', '22, LIGHT_SCREEN', '22, REFLECT', '22, SAFEGUARD', '29, BATON_PASS', '36, SWIFT', '43, AGILITY', '50, DOUBLE_EDGE']"
Ledian,"['1, SUPERSONIC', '8, SUPERSONIC', '15, COMET_PUNCH', '24, LIGHT_SCREEN', '24, REFLECT', '24, SAFEGUARD', '26, PSYBEAM', '30, BARRIER', '33, BATON_PASS', '42, SWIFT', '45, AGILITY', '50, DOUBLE_EDGE']"
Spinarak,"['1, POISON_STING', '1, STRING_SHOT', '6, SCARY_FACE', '11, CONSTRICT', '17, NIGHT_SHADE', '23, LEECH_LIFE', '30, FURY_SWIPES', '37, SPIDER_WEB', '45, AGILITY', '50, SIGNAL_BEAM', '53, PSYCHIC_M']"
Ariados,"['1, CONSTRICT', '6, SCARY_FACE', '11, CONSTRICT', '17, NIGHT_SHADE', '23, PSYBEAM', '25, LEECH_LIFE', '28, PIN_MISSILE', '30, BATON_PASS', '32, PURSUIT', '34, DISABLE', '43, SPIDER_WEB', '45, AGILITY', '50, SIGNAL_BEAM', '53, PSYCHIC_M']"
Crobat,"['1, SUPERSONIC', '6, SUPERSONIC', '12, BITE', '19, CONFUSE_RAY', '30, WING_ATTACK', '35, FLAIL', '37, QUICK_ATTACK', '39, GUST', '40, SLUDGE_BOMB', '42, MEAN_LOOK', '45, PURSUIT', '48, WHIRLWIND', '50, HAZE']"
Chinchou,"['1, BUBBLE', '1, THUNDER_WAVE', '5, SUPERSONIC', '13, FLAIL', '17, WATER_GUN', '25, SPARK', '29, CONFUSE_RAY', '31, SIGNAL_BEAM', '37, TAKE_DOWN', '41, HYDRO_PUMP']"
Lanturn,"['1, SUPERSONIC', '5, SUPERSONIC', '13, FLAIL', '17, WATER_GUN', '25, SPARK', '29, SCREECH', '32, LIGHT_SCREEN', '33, CONFUSE_RAY', '35, SIGNAL_BEAM', '45, TAKE_DOWN', '53, HYDRO_PUMP']"
Pichu,"['1, THUNDERSHOCK', '1, CHARM', '6, TAIL_WHIP', '8, THUNDER_WAVE', '11, SWEET_KISS']"
Cleffa,"['1, POUND', '1, CHARM', '4, ENCORE', '8, SING', '13, SWEET_KISS']"
Igglybuff,"['1, SING', '1, CHARM', '4, DEFENSE_CURL', '9, POUND', '14, SWEET_KISS']"
Togepi,"['1, GROWL', '1, CHARM', '7, METRONOME', '18, SWEET_KISS', '25, ENCORE', '31, SAFEGUARD', '38, DOUBLE_EDGE']"
Togetic,"['1, CHARM', '7, METRONOME', '18, SWEET_KISS', '25, ENCORE', '31, SAFEGUARD', '34, GUST', '36, MIRROR_MOVE', '38, DOUBLE_EDGE', '40, HEAL_BELL', '43, FUTURE_SIGHT', '47, TRI_ATTACK', '50, RAZOR_WIND']"
Natu,"['1, PECK', '1, LEER', '10, NIGHT_SHADE', '20, TELEPORT', '30, FUTURE_SIGHT', '35, SIGNAL_BEAM', '40, CONFUSE_RAY', '50, PSYCHIC_M']"
Xatu,"['1, PECK', '10, NIGHT_SHADE', '20, TELEPORT', '26, DRILL_PECK', '31, FAINT_ATTACK', '34, SAFEGUARD', '35, FUTURE_SIGHT', '37, GUST', '39, HAZE', '40, SIGNAL_BEAM', '45, CONFUSE_RAY', '53, PSYCHIC_M']"
Mareep,"['1, TACKLE', '1, GROWL', '9, THUNDERSHOCK', '16, THUNDER_WAVE', '23, COTTON_SPORE', '30, LIGHT_SCREEN', '32, SIGNAL_BEAM', '37, THUNDER', '41, POWER_GEM']"
Flaaffy,"['1, TACKLE', '1, GROWL', '1, THUNDERSHOCK', '9, THUNDERSHOCK', '18, THUNDER_WAVE', '27, COTTON_SPORE', '36, LIGHT_SCREEN', '39, SIGNAL_BEAM', '45, THUNDER', '47, POWER_GEM']"
Ampharos,"['1, THUNDERSHOCK', '18, THUNDER_WAVE', '27, COTTON_SPORE', '30, THUNDERPUNCH', '34, THUNDERBOLT', '35, BODY_SLAM', '39, REFLECT', '42, LIGHT_SCREEN', '44, SAFEGUARD', '46, SCREECH', '47, THUNDER', '51, SIGNAL_BEAM', '59, POWER_GEM']"
Bellossom,"['1, PETAL_DANCE', '14, POISONPOWDER', '16, STUN_SPORE', '18, SLEEP_POWDER', '24, ACID', '29, RAZOR_LEAF', '35, MOONLIGHT', '39, SYNTHESIS', '40, HEAL_BELL', '44, PETAL_DANCE', '48, VINE_WHIP', '50, SWORDS_DANCE', '55, SOLARBEAM']"
Marill,"['1, TACKLE', '3, DEFENSE_CURL', '6, TAIL_WHIP', '10, WATER_GUN', '15, ROLLOUT', '21, BUBBLEBEAM', '28, DOUBLE_EDGE', '36, RAIN_DANCE']"
Azumarill,"['1, WATER_GUN', '19, AMNESIA', '22, FORESIGHT', '25, BUBBLEBEAM', '28, PERISH_SONG', '31, LIGHT_SCREEN', '33, FUTURE_SIGHT', '36, DOUBLE_EDGE', '40, BELLY_DRUM', '41, DIZZY_PUNCH', '44, HYDRO_PUMP', '46, SCARY_FACE']"
Sudowoodo,"['1, ROCK_THROW', '1, MIMIC', '10, FLAIL', '19, LOW_KICK', '25, VINE_WHIP', '28, ROCK_SLIDE', '31, BODY_SLAM', '36, SELFDESTRUCT', '37, FAINT_ATTACK', '40, SUBSTITUTE', '46, SLAM']"
Politoed,"['1, HYPNOSIS', '13, WATER_GUN', '27, RAIN_DANCE', '35, BODY_SLAM', '38, PERISH_SONG', '39, HAZE', '41, SWEET_KISS', '43, BELLY_DRUM', '44, GROWTH', '48, BODY_SLAM', '50, SWAGGER', '51, HYDRO_PUMP']"
Hoppip,"['1, SPLASH', '5, SYNTHESIS', '5, TAIL_WHIP', '10, TACKLE', '13, POISONPOWDER', '15, STUN_SPORE', '17, SLEEP_POWDER', '20, LEECH_SEED', '25, COTTON_SPORE', '30, MEGA_DRAIN']"
Skiploom,"['1, TACKLE', '5, SYNTHESIS', '5, TAIL_WHIP', '10, TACKLE', '13, POISONPOWDER', '15, STUN_SPORE', '17, SLEEP_POWDER', '21, MEGA_DRAIN', '22, LEECH_SEED', '29, COTTON_SPORE', '36, MEGA_DRAIN']"
Jumpluff,"['1, SYNTHESIS', '15, STUN_SPORE', '17, SLEEP_POWDER', '22, LEECH_SEED', '28, AMNESIA', '30, GUST', '31, ENCORE', '32, CONFUSION', '33, COTTON_SPORE', '36, REFLECT', '38, DOUBLE_EDGE', '41, AGILITY', '44, GIGA_DRAIN']"
Aipom,"['1, TAIL_WHIP', '6, SAND_ATTACK', '12, BATON_PASS', '19, FURY_SWIPES', '21, SCREECH', '23, PURSUIT', '26, COUNTER', '27, SWIFT', '33, MIMIC', '36, SCREECH', '43, AGILITY']"
Sunkern,"['1, ABSORB', '4, GROWTH', '10, MEGA_DRAIN', '19, SUNNY_DAY', '31, SYNTHESIS', '46, GIGA_DRAIN']"
Sunflora,"['1, ABSORB', '4, GROWTH', '10, RAZOR_LEAF', '19, SUNNY_DAY', '22, EMBER', '25, MEGA_DRAIN', '31, PETAL_DANCE', '36, FLAMETHROWER', '38, GIGA_DRAIN', '44, FIRE_BLAST', '46, SOLARBEAM']"
Yanma,"['1, FORESIGHT', '7, QUICK_ATTACK', '19, SONICBOOM', '22, TWISTER', '25, DETECT', '26, LEECH_LIFE', '30, REVERSAL', '31, SUPERSONIC', '34, WHIRLWIND', '36, DRAGONBREATH', '37, WING_ATTACK', '40, STEEL_WING', '43, SCREECH', '45, GUST', '50, SIGNAL_BEAM']"
Wooper,"['1, WATER_GUN', '1, TAIL_WHIP', '11, SLAM', '21, AMNESIA', '31, EARTHQUAKE', '41, RAIN_DANCE', '42, MIST', '51, HAZE']"
Quagsire,"['1, WATER_GUN', '11, SLAM', '23, AMNESIA', '26, SCARY_FACE', '33, BELLY_DRUM', '35, EARTHQUAKE', '37, ANCIENTPOWER', '39, BODY_SLAM', '41, SAFEGUARD', '47, RAIN_DANCE', '48, MIST', '49, HAZE']"
Espeon,"['1, TACKLE', '1, TAIL_WHIP', '8, SAND_ATTACK', '16, CONFUSION', '23, QUICK_ATTACK', '30, SWIFT', '36, PSYBEAM', '38, FAINT_ATTACK', '40, GLARE', '42, PSYCH_UP', '43, PSYCHIC_M', '50, MORNING_SUN']"
Umbreon,"['1, TACKLE', '8, SAND_ATTACK', '16, PURSUIT', '23, QUICK_ATTACK', '30, CONFUSE_RAY', '36, FAINT_ATTACK', '40, CRUNCH', '42, MEAN_LOOK', '43, SCREECH', '50, MOONLIGHT']"
Murkrow,"['1, PURSUIT', '16, HAZE', '21, MIRROR_MOVE', '24, TRI_ATTACK', '26, NIGHT_SHADE', '28, GUST', '30, SUBSTITUTE', '31, FAINT_ATTACK', '33, DRILL_PECK', '35, WHIRLWIND', '37, QUICK_ATTACK', '40, DOUBLE_EDGE', '41, MEAN_LOOK']"
Slowking,"['1, GROWL', '1, POWER_GEM', '15, WATER_GUN', '20, CONFUSION', '22, BELLY_DRUM', '24, SAFEGUARD', '26, STOMP', '27, FUTURE_SIGHT', '29, DISABLE', '34, ZEN_HEADBUTT', '37, WITHDRAW', '46, AMNESIA', '54, PSYCHIC_M']"
Misdreavus,"['1, GROWL', '1, PSYWAVE ;', '6, SPITE', '12, CONFUSE_RAY', '19, MEAN_LOOK', '27, PSYBEAM', '30, DESTINY_BOND', '33, SCREECH', '36, PAIN_SPLIT', '40, HYPNOSIS', '42, MEAN_LOOK', '46, PERISH_SONG', '50, POWER_GEM']"
Unown,"['1, HIDDEN_POWER']"
Wobbuffet,"['1, COUNTER', '1, PSYCHIC', '1, SAFEGUARD', '1, DESTINY_BOND']"
Girafarig,"['1, TACKLE', '1, GROWL', '7, CONFUSION', '13, STOMP', '18, PSYWAVE', '20, AGILITY', '30, BATON_PASS', '32, ZEN_HEADBUTT', '41, PSYBEAM', '54, CRUNCH']"
Pineco,"['1, TACKLE', '1, PROTECT', '8, SELFDESTRUCT', '15, TAKE_DOWN', '22, RAPID_SPIN', '29, BIDE', '36, EXPLOSION', '43, SPIKES', '48, DOUBLE_EDGE']"
Forretress,"['1, SELFDESTRUCT', '15, TAKE_DOWN', '22, RAPID_SPIN', '29, BIDE', '32, PIN_MISSILE', '35, FLAIL', '39, EXPLOSION', '44, REFLECT', '40, SPIKES', '45, SIGNAL_BEAM', '50, DOUBLE_EDGE']"
Dunsparce,"['1, RAGE', '5, DEFENSE_CURL', '13, GLARE ;', '18, SPITE', '26, PURSUIT', '30, SCREECH', '34, FAINT_ATTACK', '36, BITE', '38, TAKE_DOWN', '40, ANCIENTPOWER', '44, ROCK_SLIDE', '47, DOUBLE_EDGE']"
Gligar,"['1, POISON_STING', '13, HARDEN', '20, QUICK_ATTACK', '26, DIG', '28, FAINT_ATTACK', '30, COUNTER', '32, WING_ATTACK', '34, METAL_CLAW', '36, SLASH', '38, SWORDS_DANCE', '40, EARTHQUAKE', '44, SCREECH', '50, GUILLOTINE']"
Steelix,"['1, TACKLE', '10, BIND', '14, ROCK_THROW', '23, HARDEN', '27, RAGE', '36, SANDSTORM', '39, SPIKES', '40, ROCK_SLIDE', '42, EARTHQUAKE', '45, SHARPEN', '47, FLAIL', '49, CRUNCH', '50, EXPLOSION']"
Snubbull,"['1, TACKLE', '1, SCARY_FACE', '4, TAIL_WHIP', '8, CHARM', '13, BITE', '19, LICK', '26, ROAR', '34, RAGE', '43, TAKE_DOWN']"
Granbull,"['1, TACKLE', '8, CHARM', '13, BITE', '24, REFLECT', '26, FAINT_ATTACK', '28, ROAR', '30, CRUNCH', '32, HEAL_BELL', '34, METRONOME', '38, RAGE', '40, BODY_SLAM', '43, LOVELY_KISS', '50, DOUBLE_EDGE']"
Qwilfish,"['1, SPIKES', '10, MINIMIZE', '19, WATER_GUN', '20, SPIKES', '24, FLAIL', '26, BUBBLEBEAM', '28, PIN_MISSILE', '37, TAKE_DOWN', '40, HAZE', '46, HYDRO_PUMP', '50, DOUBLE_EDGE']"
Scizor,"['1, QUICK_ATTACK', '24, AGILITY', '30, METAL_CLAW', '36, SLASH', '39, BATON_PASS', '40, TWINEEDLE', '41, COUNTER', '42, SWORDS_DANCE', '44, WING_ATTACK', '46, METAL_CLAW', '47, LIGHT_SCREEN', '48, REVERSAL', '50, SAFEGUARD']"
Shuckle,"['1, CONSTRICT', '1, WITHDRAW', '9, WRAP', '14, ENCORE', '23, SAFEGUARD', '28, BIDE', '37, REST', '99, SKETCH']"
Heracross,"['1, TACKLE', '1, LEER', '6, HORN_ATTACK', '12, ENDURE', '19, FURY_ATTACK', '24, FLAIL', '25, BRICK_BREAK', '27, COUNTER', '31, SUBMISSION', '35, TAKE_DOWN', '40, ROCK_SLIDE', '44, REVERSAL', '46, EARTHQUAKE', '48, MEGAHORN']"
Sneasel,"['1, QUICK_ATTACK', '17, SCREECH', '28, FURY_SWIPES', '31, AGILITY', '32, FORESIGHT', '34, SLASH', '35, BITE', '37, THIEF', '39, REFLECT', '40, TWINEEDLE', '42, COUNTER', '45, METAL_CLAW', '50, MOONLIGHT']"
Teddiursa,"['1, SCRATCH', '1, LEER', '8, LICK', '15, FURY_SWIPES', '22, FAINT_ATTACK', '29, REST', '36, SLASH', '43, SNORE', '50, THRASH']"
Ursaring,"['1, FURY_SWIPES', '29, REST', '31, SUBMISSION', '34, METAL_CLAW', '36, SEISMIC_TOSS', '38, BELLY_DRUM', '39, SLASH', '40, BODY_SLAM', '42, COUNTER', '44, CRUNCH', '45, DOUBLE_EDGE', '49, SNORE', '59, HYPER_BEAM']"
Slugma,"['1, SMOG', '8, EMBER', '15, ROCK_THROW', '22, HARDEN', '29, AMNESIA', '36, FLAMETHROWER', '43, ROCK_SLIDE', '50, BODY_SLAM', '56, EARTH_POWER']"
