Pokemon_Name,Pokedex_Number,HP_Base_Stat,Attack_Base_Stat,Defense_Base_Stat,Speed_Base_Stat,Special_Attack_Base_Stat,Special_Defense_Base_Stat,Type1,Type2,Catch_Rate,Base_Exp,4_Percent_Item,1_Percent_Item,Gender_Ratio,Step_Cycles_To_Hatch_Egg,Growth_Rate,Egg_Group1,Egg_Group2,TM_HM_Moves
MAGMAR ,126,65,95,57,93,100,85,FIRE, FIRE ,45,167,BURNT_BERRY, BURNT_BERRY ,GENDER_F25 ,100 ,"INCBIN ""gfx/pokemon/magmar/front.dimensions""",dw NULL,dw NULL,
MAGNEMITE ,081,25,35,70,45,95,55,ELECTRIC, STEEL ,190,89,NO_ITEM, METAL_COAT ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/magnemite/front.dimensions""",dw NULL,dw NULL,
MAGNETON ,082,50,60,95,70,120,70,ELECTRIC, STEEL ,60,161,NO_ITEM, METAL_COAT ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/magneton/front.dimensions""",dw NULL,dw NULL,
MANKEY ,056,40,80,35,70,35,45,FIGHTING, FIGHTING ,190,74,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/mankey/front.dimensions""",dw NULL,dw NULL,
MANTINE ,226,65,40,70,70,80,140,WATER, FLYING ,25,168,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/mantine/front.dimensions""",dw NULL,dw NULL,
MAREEP ,179,55,40,40,35,65,45,ELECTRIC, ELECTRIC ,235,59,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/mareep/front.dimensions""",dw NULL,dw NULL,
MARILL ,183,70,20,50,40,20,50,WATER, WATER ,190,58,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/marill/front.dimensions""",dw NULL,dw NULL,
MAROWAK ,105,60,80,110,45,50,80,GROUND, GROUND ,75,124,NO_ITEM, THICK_CLUB ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/marowak/front.dimensions""",dw NULL,dw NULL,
MEGANIUM ,154,80,82,100,80,83,100,GRASS, GRASS ,45,208,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/meganium/front.dimensions""",dw NULL,dw NULL,
MEOWTH ,052,40,45,35,90,40,40,NORMAL, NORMAL ,255,69,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/meowth/front.dimensions""",dw NULL,dw NULL,
METAPOD ,011,50,20,55,30,25,25,BUG, BUG ,120,72,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/metapod/front.dimensions""",dw NULL,dw NULL,
MEW ,151,100,100,100,100,100,100,PSYCHIC_TYPE, PSYCHIC_TYPE ,45,64,NO_ITEM, MIRACLEBERRY ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/mew/front.dimensions""",dw NULL,dw NULL,
MEWTWO ,150,106,110,90,130,154,90,PSYCHIC_TYPE, PSYCHIC_TYPE ,3,220,NO_ITEM, BERSERK_GENE ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/mewtwo/front.dimensions""",dw NULL,dw NULL,
MILTANK ,241,95,80,105,100,40,70,NORMAL, NORMAL ,45,200,MOOMOO_MILK, MOOMOO_MILK ,GENDER_F100 ,100 ,"INCBIN ""gfx/pokemon/miltank/front.dimensions""",dw NULL,dw NULL,
MISDREAVUS ,200,60,60,60,85,85,85,GHOST, GHOST ,45,147,NO_ITEM, SPELL_TAG ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/misdreavus/front.dimensions""",dw NULL,dw NULL,
MOLTRES ,146,90,100,90,90,125,85,FIRE, FLYING ,3,217,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/moltres/front.dimensions""",dw NULL,dw NULL,
MR__MIME ,122,40,45,65,90,100,120,PSYCHIC_TYPE, PSYCHIC_TYPE ,45,136,NO_ITEM, MYSTERYBERRY ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/mr__mime/front.dimensions""",dw NULL,dw NULL,
MUK ,089,105,105,75,50,65,100,POISON, POISON ,75,157,NO_ITEM, NUGGET ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/muk/front.dimensions""",dw NULL,dw NULL,
MURKROW ,198,60,85,42,91,85,42,DARK, FLYING ,30,107,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/murkrow/front.dimensions""",dw NULL,dw NULL,
NATU ,177,40,50,45,70,70,45,PSYCHIC_TYPE, FLYING ,190,73,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/natu/front.dimensions""",dw NULL,dw NULL,
NIDOKING ,034,81,92,77,85,85,75,POISON, GROUND ,45,195,NO_ITEM, NO_ITEM ,GENDER_F0 ,100 ,"INCBIN ""gfx/pokemon/nidoking/front.dimensions""",dw NULL,dw NULL,
NIDOQUEEN ,031,90,82,87,76,75,85,POISON, GROUND ,45,194,NO_ITEM, NO_ITEM ,GENDER_F100 ,100 ,"INCBIN ""gfx/pokemon/nidoqueen/front.dimensions""",dw NULL,dw NULL,
NIDORAN_F ,029,55,47,52,41,40,40,POISON, POISON ,235,59,NO_ITEM, NO_ITEM ,GENDER_F100 ,100 ,"INCBIN ""gfx/pokemon/nidoran_f/front.dimensions""",dw NULL,dw NULL,
NIDORAN_M ,032,46,57,40,50,40,40,POISON, POISON ,235,60,NO_ITEM, NO_ITEM ,GENDER_F0 ,100 ,"INCBIN ""gfx/pokemon/nidoran_m/front.dimensions""",dw NULL,dw NULL,
NIDORINA ,030,70,62,67,56,55,55,POISON, POISON ,120,117,NO_ITEM, NO_ITEM ,GENDER_F100 ,100 ,"INCBIN ""gfx/pokemon/nidorina/front.dimensions""",dw NULL,dw NULL,
NIDORINO ,033,61,72,57,65,55,55,POISON, POISON ,120,118,NO_ITEM, NO_ITEM ,GENDER_F0 ,100 ,"INCBIN ""gfx/pokemon/nidorino/front.dimensions""",dw NULL,dw NULL,
NINETALES ,038,73,76,75,100,81,100,FIRE, FIRE ,75,178,BURNT_BERRY, BURNT_BERRY ,GENDER_F75 ,100 ,"INCBIN ""gfx/pokemon/ninetales/front.dimensions""",dw NULL,dw NULL,
NOCTOWL ,164,100,50,50,70,76,96,NORMAL, FLYING ,90,162,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/noctowl/front.dimensions""",dw NULL,dw NULL,
OCTILLERY ,224,75,105,75,45,105,75,WATER, WATER ,75,164,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/octillery/front.dimensions""",dw NULL,dw NULL,
ODDISH ,043,45,50,55,30,75,65,GRASS, POISON ,255,78,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/oddish/front.dimensions""",dw NULL,dw NULL,
OMANYTE ,138,35,40,100,35,90,55,ROCK, WATER ,45,120,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/omanyte/front.dimensions""",dw NULL,dw NULL,
OMASTAR ,139,70,60,125,55,115,70,ROCK, WATER ,45,199,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/omastar/front.dimensions""",dw NULL,dw NULL,
ONIX ,095,35,45,160,70,30,45,ROCK, GROUND ,45,108,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/onix/front.dimensions""",dw NULL,dw NULL,
PARAS ,046,35,70,55,25,45,55,BUG, GRASS ,190,70,TINYMUSHROOM, BIG_MUSHROOM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/paras/front.dimensions""",dw NULL,dw NULL,
PARASECT ,047,60,95,80,30,60,80,BUG, GRASS ,75,128,TINYMUSHROOM, BIG_MUSHROOM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/parasect/front.dimensions""",dw NULL,dw NULL,
PERSIAN ,053,65,70,60,115,65,65,NORMAL, NORMAL ,90,148,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/persian/front.dimensions""",dw NULL,dw NULL,
PHANPY ,231,90,60,60,40,40,40,GROUND, GROUND ,120,124,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/phanpy/front.dimensions""",dw NULL,dw NULL,
PICHU ,172,20,40,15,60,35,35,ELECTRIC, ELECTRIC ,190,42,NO_ITEM, BERRY ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/pichu/front.dimensions""",dw NULL,dw NULL,
PIDGEOT ,018,83,80,75,91,70,70,NORMAL, FLYING ,45,172,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/pidgeot/front.dimensions""",dw NULL,dw NULL,
PIDGEOTTO ,017,63,60,55,71,50,50,NORMAL, FLYING ,120,113,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/pidgeotto/front.dimensions""",dw NULL,dw NULL,
PIDGEY ,016,40,45,40,56,35,35,NORMAL, FLYING ,255,55,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/pidgey/front.dimensions""",dw NULL,dw NULL,
PIKACHU ,025,35,55,30,90,50,40,ELECTRIC, ELECTRIC ,190,82,NO_ITEM, BERRY ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/pikachu/front.dimensions""",dw NULL,dw NULL,
PILOSWINE ,221,100,100,80,50,60,60,ICE, GROUND ,75,160,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/piloswine/front.dimensions""",dw NULL,dw NULL,
PINECO ,204,50,65,90,15,35,35,BUG, BUG ,190,60,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/pineco/front.dimensions""",dw NULL,dw NULL,
PINSIR ,127,65,125,100,85,55,70,BUG, BUG ,45,200,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/pinsir/front.dimensions""",dw NULL,dw NULL,
POLITOED ,186,90,75,75,70,90,100,WATER, WATER ,45,185,NO_ITEM, KINGS_ROCK ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/politoed/front.dimensions""",dw NULL,dw NULL,
POLIWAG ,060,40,50,40,90,40,40,WATER, WATER ,255,77,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/poliwag/front.dimensions""",dw NULL,dw NULL,
POLIWHIRL ,061,65,65,65,90,50,50,WATER, WATER ,120,131,NO_ITEM, KINGS_ROCK ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/poliwhirl/front.dimensions""",dw NULL,dw NULL,
POLIWRATH ,062,90,85,95,70,70,90,WATER, FIGHTING ,45,185,NO_ITEM, KINGS_ROCK ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/poliwrath/front.dimensions""",dw NULL,dw NULL,
PONYTA ,077,50,85,55,90,65,65,FIRE, FIRE ,190,152,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/ponyta/front.dimensions""",dw NULL,dw NULL,
PORYGON ,137,65,60,70,40,85,75,NORMAL, NORMAL ,45,130,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/porygon/front.dimensions""",dw NULL,dw NULL,
PORYGON2 ,233,85,80,90,60,105,95,NORMAL, NORMAL ,45,180,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/porygon2/front.dimensions""",dw NULL,dw NULL,
PRIMEAPE ,057,65,105,60,95,60,70,FIGHTING, FIGHTING ,75,149,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/primeape/front.dimensions""",dw NULL,dw NULL,
PSYDUCK ,054,50,52,48,55,65,50,WATER, WATER ,190,80,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/psyduck/front.dimensions""",dw NULL,dw NULL,
PUPITAR ,247,70,84,70,51,65,70,ROCK, GROUND ,45,144,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/pupitar/front.dimensions""",dw NULL,dw NULL,
QUAGSIRE ,195,95,85,85,35,65,65,WATER, GROUND ,90,137,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/quagsire/front.dimensions""",dw NULL,dw NULL,
QUILAVA ,156,58,64,58,80,80,65,FIRE, FIRE ,45,142,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/quilava/front.dimensions""",dw NULL,dw NULL,
QWILFISH ,211,65,95,75,85,55,55,WATER, POISON ,45,100,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/qwilfish/front.dimensions""",dw NULL,dw NULL,
RAICHU ,026,60,90,55,100,90,80,ELECTRIC, ELECTRIC ,75,122,NO_ITEM, BERRY ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/raichu/front.dimensions""",dw NULL,dw NULL,
RAIKOU ,243,90,85,75,115,115,100,ELECTRIC, ELECTRIC ,3,216,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/raikou/front.dimensions""",dw NULL,dw NULL,
RAPIDASH ,078,65,100,70,105,80,80,FIRE, FIRE ,60,192,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/rapidash/front.dimensions""",dw NULL,dw NULL,
RATICATE ,020,55,81,60,97,50,70,NORMAL, NORMAL ,90,116,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/raticate/front.dimensions""",dw NULL,dw NULL,
RATTATA ,019,30,56,35,72,25,35,NORMAL, NORMAL ,255,57,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/rattata/front.dimensions""",dw NULL,dw NULL,
REMORAID ,223,35,65,35,65,65,35,WATER, WATER ,190,78,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/remoraid/front.dimensions""",dw NULL,dw NULL,
RHYDON ,112,105,130,120,40,45,45,GROUND, ROCK ,60,204,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/rhydon/front.dimensions""",dw NULL,dw NULL,
RHYHORN ,111,80,85,95,25,30,30,GROUND, ROCK ,120,135,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/rhyhorn/front.dimensions""",dw NULL,dw NULL,
SANDSHREW ,027,50,75,85,40,20,30,GROUND, GROUND ,255,93,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/sandshrew/front.dimensions""",dw NULL,dw NULL,
SANDSLASH ,028,75,100,110,65,45,55,GROUND, GROUND ,90,163,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/sandslash/front.dimensions""",dw NULL,dw NULL,
SCIZOR ,212,70,130,100,65,55,80,BUG, STEEL ,25,200,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/scizor/front.dimensions""",dw NULL,dw NULL,
SCYTHER ,123,70,110,80,105,55,80,BUG, FLYING ,45,187,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/scyther/front.dimensions""",dw NULL,dw NULL,
SEADRA ,117,55,65,95,85,95,45,WATER, WATER ,75,155,NO_ITEM, DRAGON_SCALE ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/seadra/front.dimensions""",dw NULL,dw NULL,
SEAKING ,119,80,92,65,68,65,80,WATER, WATER ,60,170,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/seaking/front.dimensions""",dw NULL,dw NULL,
SEEL ,086,65,45,55,45,45,70,WATER, WATER ,190,100,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/seel/front.dimensions""",dw NULL,dw NULL,
SENTRET ,161,35,46,34,20,35,45,NORMAL, NORMAL ,255,57,NO_ITEM, BERRY ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/sentret/front.dimensions""",dw NULL,dw NULL,
SHELLDER ,090,30,65,100,40,45,25,WATER, WATER ,190,97,PEARL, BIG_PEARL ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/shellder/front.dimensions""",dw NULL,dw NULL,
SHUCKLE ,213,20,10,230,05,10,230,BUG, ROCK ,190,80,BERRY, BERRY ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/shuckle/front.dimensions""",dw NULL,dw NULL,
SKARMORY ,227,65,80,140,70,40,70,STEEL, FLYING ,25,168,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/skarmory/front.dimensions""",dw NULL,dw NULL,
SKIPLOOM ,188,55,45,50,80,45,65,GRASS, FLYING ,120,136,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/skiploom/front.dimensions""",dw NULL,dw NULL,
SLOWBRO ,080,95,75,110,30,100,80,WATER, PSYCHIC_TYPE ,75,164,NO_ITEM, KINGS_ROCK ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/slowbro/front.dimensions""",dw NULL,dw NULL,
SLOWKING ,199,95,75,80,30,100,110,WATER, PSYCHIC_TYPE ,70,164,NO_ITEM, KINGS_ROCK ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/slowking/front.dimensions""",dw NULL,dw NULL,
SLOWPOKE ,079,90,65,65,15,40,40,WATER, PSYCHIC_TYPE ,190,99,NO_ITEM, KINGS_ROCK ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/slowpoke/front.dimensions""",dw NULL,dw NULL,
SLUGMA ,218,40,40,40,20,70,40,FIRE, FIRE ,190,78,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/slugma/front.dimensions""",dw NULL,dw NULL,
SMEARGLE ,235,55,20,35,75,20,45,NORMAL, NORMAL ,45,106,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/smeargle/front.dimensions""",dw NULL,dw NULL,
SMOOCHUM ,238,45,30,15,65,85,65,ICE, PSYCHIC_TYPE ,45,87,ICE_BERRY, ICE_BERRY ,GENDER_F100 ,100 ,"INCBIN ""gfx/pokemon/smoochum/front.dimensions""",dw NULL,dw NULL,
SNEASEL ,215,55,95,55,115,35,75,DARK, ICE ,60,132,NO_ITEM, QUICK_CLAW ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/sneasel/front.dimensions""",dw NULL,dw NULL,
SNORLAX ,143,160,110,65,30,65,110,NORMAL, NORMAL ,25,154,LEFTOVERS, LEFTOVERS ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/snorlax/front.dimensions""",dw NULL,dw NULL,
SNUBBULL ,209,60,80,50,30,40,40,NORMAL, NORMAL ,190,63,NO_ITEM, NO_ITEM ,GENDER_F75 ,100 ,"INCBIN ""gfx/pokemon/snubbull/front.dimensions""",dw NULL,dw NULL,
SPEAROW ,021,40,60,30,70,31,31,NORMAL, FLYING ,255,58,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/spearow/front.dimensions""",dw NULL,dw NULL,
SPINARAK ,167,40,60,40,30,40,40,BUG, POISON ,255,54,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/spinarak/front.dimensions""",dw NULL,dw NULL,
SQUIRTLE ,007,44,48,65,43,50,64,WATER, WATER ,45,66,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/squirtle/front.dimensions""",dw NULL,dw NULL,
STANTLER ,234,73,95,62,85,85,65,NORMAL, NORMAL ,45,165,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/stantler/front.dimensions""",dw NULL,dw NULL,
STARMIE ,121,60,75,85,115,100,85,WATER, PSYCHIC_TYPE ,60,207,STARDUST, STAR_PIECE ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/starmie/front.dimensions""",dw NULL,dw NULL,
STARYU ,120,30,45,55,85,70,55,WATER, WATER ,225,106,STARDUST, STAR_PIECE ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/staryu/front.dimensions""",dw NULL,dw NULL,
STEELIX ,208,75,85,200,30,55,65,STEEL, GROUND ,25,196,NO_ITEM, METAL_COAT ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/steelix/front.dimensions""",dw NULL,dw NULL,
SUDOWOODO ,185,70,100,115,30,30,65,ROCK, ROCK ,65,135,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/sudowoodo/front.dimensions""",dw NULL,dw NULL,
SUICUNE ,245,100,75,115,85,90,115,WATER, WATER ,3,215,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/suicune/front.dimensions""",dw NULL,dw NULL,
SUNFLORA ,192,75,75,55,30,105,85,GRASS, GRASS ,120,146,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/sunflora/front.dimensions""",dw NULL,dw NULL,
SUNKERN ,191,30,30,30,30,30,30,GRASS, GRASS ,235,52,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/sunkern/front.dimensions""",dw NULL,dw NULL,
SWINUB ,220,50,50,40,50,30,30,ICE, GROUND ,225,78,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/swinub/front.dimensions""",dw NULL,dw NULL,
TANGELA ,114,65,55,115,60,100,40,GRASS, GRASS ,45,166,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/tangela/front.dimensions""",dw NULL,dw NULL,
TAUROS ,128,75,100,95,110,40,70,NORMAL, NORMAL ,45,211,NO_ITEM, NO_ITEM ,GENDER_F0 ,100 ,"INCBIN ""gfx/pokemon/tauros/front.dimensions""",dw NULL,dw NULL,
TEDDIURSA ,216,60,80,50,40,50,50,NORMAL, NORMAL ,120,124,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/teddiursa/front.dimensions""",dw NULL,dw NULL,
TENTACOOL ,072,40,40,35,70,50,100,WATER, POISON ,190,105,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/tentacool/front.dimensions""",dw NULL,dw NULL,
TENTACRUEL ,073,80,70,65,100,80,120,WATER, POISON ,60,205,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/tentacruel/front.dimensions""",dw NULL,dw NULL,
TOGEPI ,175,35,20,65,20,40,65,NORMAL, NORMAL ,190,74,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/togepi/front.dimensions""",dw NULL,dw NULL,
TOGETIC ,176,55,40,85,40,80,105,NORMAL, FLYING ,75,114,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/togetic/front.dimensions""",dw NULL,dw NULL,
TOTODILE ,158,50,65,64,43,44,48,WATER, WATER ,45,66,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/totodile/front.dimensions""",dw NULL,dw NULL,
TYPHLOSION ,157,78,84,78,100,109,85,FIRE, FIRE ,45,209,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/typhlosion/front.dimensions""",dw NULL,dw NULL,
TYRANITAR ,248,100,134,110,61,95,100,ROCK, DARK ,45,218,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/tyranitar/front.dimensions""",dw NULL,dw NULL,
TYROGUE ,236,35,35,35,35,35,35,FIGHTING, FIGHTING ,75,91,NO_ITEM, NO_ITEM ,GENDER_F0 ,100 ,"INCBIN ""gfx/pokemon/tyrogue/front.dimensions""",dw NULL,dw NULL,
UMBREON ,197,95,65,110,65,60,130,DARK, DARK ,45,197,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/umbreon/front.dimensions""",dw NULL,dw NULL,
UNOWN ,201,48,72,48,48,72,48,PSYCHIC_TYPE, PSYCHIC_TYPE ,225,61,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/unown_a/front.dimensions""",dw NULL,dw NULL,
URSARING ,217,90,130,75,55,75,75,NORMAL, NORMAL ,60,189,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/ursaring/front.dimensions""",dw NULL,dw NULL,
VAPOREON ,134,130,65,60,65,110,95,WATER, WATER ,45,196,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/vaporeon/front.dimensions""",dw NULL,dw NULL,
VENOMOTH ,049,70,65,60,90,90,75,BUG, POISON ,75,138,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/venomoth/front.dimensions""",dw NULL,dw NULL,
VENONAT ,048,60,55,50,45,40,55,BUG, POISON ,190,75,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/venonat/front.dimensions""",dw NULL,dw NULL,
VENUSAUR ,003,80,82,83,80,100,100,GRASS, POISON ,45,208,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/venusaur/front.dimensions""",dw NULL,dw NULL,
VICTREEBEL ,071,80,105,65,70,100,60,GRASS, POISON ,45,191,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/victreebel/front.dimensions""",dw NULL,dw NULL,
VILEPLUME ,045,75,80,85,50,100,90,GRASS, POISON ,45,184,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/vileplume/front.dimensions""",dw NULL,dw NULL,
VOLTORB ,100,40,30,50,100,55,55,ELECTRIC, ELECTRIC ,190,103,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/voltorb/front.dimensions""",dw NULL,dw NULL,
VULPIX ,037,38,41,40,65,50,65,FIRE, FIRE ,190,63,BURNT_BERRY, BURNT_BERRY ,GENDER_F75 ,100 ,"INCBIN ""gfx/pokemon/vulpix/front.dimensions""",dw NULL,dw NULL,
WARTORTLE ,008,59,63,80,58,65,80,WATER, WATER ,45,143,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/wartortle/front.dimensions""",dw NULL,dw NULL,
